,level_0,index,chcarbon,code,Land use,TopN2O,precipitation_level,component_name,carbon_e_c_nit,to_carb,AnnualHarv,annualChangeInCarbon,ISPAID Soil Type,soil_series,LAND USE TYPE,SU,DI,GS,yield, carcass weight ( animal ha-1 year-1),kg CO2-e kg steer-1 (Stanley et al 2018),Totak GHG kg CO2-e kg carcass weight/ha,SOC,Molecular_wight,C kg co2-,net emmision,soil_code,ut_rate,yieldBaseRates,ch4_kg_ha_yr,new_ghg,Unnamed: 0,changeincarbon2,co_eq,an_Year,SOC1,SOC2,Whole_repsiration,Top_respiration,TPC,flowNitrate,NConc,n20,N03Ncon,CumuAnnualLeach,NO3Total,MineralN,LeachNO3,runoff,drainaged_run_off,total_carbon,no2_eq,top_no2_eq,mean_rain,mean_maxt,mean_mint,total_radn,PAWC1,PAWC2,SW1,SW2,SW3,land_use,Depth,residue_fraction,SID,changeincarbon,SurfaceOrganicMatter.Wt,Year,Month,sub_surface_drain_no3,sub_surface_drain,CNRed,Catmos,M_AGB,MAIZE_AGB_NITROGEN,Maize_Yield,mYield,Toplayer_soil_Carbon,CumulativeAnnualLeaching,BD,N03Ncon2,N03Ncon3,Nloss,Year_in_soybean,soy_AGB,SoyYield,AGPKikuyu.HarvestedWt,SimpleGrazing.GrazedDM,SimpleGrazing.AmountDungWtReturned,SimpleGrazing.AmountDungNReturned,SimpleGrazing.AmountUrineNReturned,MicroClimate.RadiationInterception,Weather.Radn,NReturned,CReturned,DeadProportion,AGPKikuyu.CoverTotal,AGPKikuyu.CoverGreen,AGPKikuyu.CoverDead,AGPKikuyu.AboveGroundWt,AGPKikuyu.AboveGroundDeadWt,land_use_codes,precipitation_level_mm,SoilType,soil_type,carbon_eq,Precipitation (cm) 1,carbon_equivalent_forests,new_ghg_intensity,base_yield,energy_in_put,total_ghg_w_energy
1766,1766,948,6.777998983526988,6,Permanent pasture,0.4150572124865558,624.0,Downs,-466.70443096684016,14.472833745939628,4093.662018035748,0.3216185276875473,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3998.4943190331605
1767,1767,949,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2869.2511837468146
1768,1768,950,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2618.770183746815
1769,1769,951,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2969.890871246815
1770,1770,952,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3967.341996246815
1771,1771,952,,12,switchgrass,,772.0,Canisteo,,,,,,,,,,,,,,,,,,,,,,,1155.6237151057644,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switchgrass,,,1370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,772.0,C,Canisteo,,,,0.0107447106454296,5.77,12.41684243380781,1155.6237151057644
1772,1772,953,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2922.9256837468147
1773,1773,954,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3631.876371246815
1774,1774,955,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2618.770183746815
1775,1775,956,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4168.621371246815
1776,1776,957,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4012.070746246816
1777,1777,958,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3967.341996246815
1778,1778,959,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2618.770183746815
1779,1779,960,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4280.443246246816
1780,1780,961,6.822204958389076,6,Permanent pasture,0.4573027381979476,716.0,Downs,-386.0348787531856,14.37260943040491,4118.303506118804,0.31939132067566467,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4079.1638712468152
1781,1781,962,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2896.6597265708433
1782,1782,963,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2646.1787265708435
1783,1783,964,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2997.299414070844
1784,1784,965,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3994.750539070844
1785,1785,966,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2950.3342265708434
1786,1786,966,7.649974981671729,12,switchgrass,0.6396847730211066,817.0,Canisteo,-405.32122650216775,18.451610949536555,,0.4100357988785901,,,,,,,,,,,,,,,,,,,1155.6237151057644,173.0,10.801635967864826,-67655.90681496737,,7.219612619652948,81.89325741034055,2728.2005660064174,2693.5632563385598,81.89325741034055,-0.1398298422424447,0.0,2.4204705261354773,,4.1549514933700005,451.5023552045084,316.41421447865326,4.1549514933700005,0.0,,89.11287002999353,0.0125244047929995,137.23716196607802,,5410.508959793333,1190.7805979661086,5583.782164732023,0.1658530310825573,0.1735431620696339,0.3405750178555895,0.3586003049267768,0.3487878531573125,switchgrass,,,1371.0,,,1988.0,12.0,0.0,0.0,20.0,7.47591540453974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,817.0,C,Canisteo,-1503.1912386889114,,,0.0107447106454296,5.77,12.41684243380781,750.3024886035967
1787,1787,967,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3659.2849140708436
1788,1788,968,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2646.1787265708435
1789,1789,969,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4196.029914070844
1790,1790,970,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4039.4792890708445
1791,1791,971,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3994.750539070844
1792,1792,972,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2646.1787265708435
1793,1793,973,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4307.8517890708445
1794,1794,974,6.751242540541835,6,Permanent pasture,0.4520246765240788,817.0,Downs,-358.6263359291569,13.924977182832254,4144.687399297222,0.3094439373962723,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4106.5724140708435
1795,1795,975,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2882.4307790046764
1796,1796,976,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2631.9497790046767
1797,1797,977,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2983.0704665046765
1798,1798,978,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3980.5215915046765
1799,1799,979,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Coland 135,Coland,Permanent pasture,0.35,0.0163,200.0,1.01,398.7,3874.0,3918.0,1.765,3.666666667,1063.0,2855.0,L,0.55,1.4406944444444447,2754.099902777778,554.8606597222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2936.105279004676
1800,1800,980,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Downs 162D2,Downs,Permanent pasture,0.35,0.0163,200.0,1.35,398.7,3874.0,5241.0,1.765,3.666666667,1063.0,4177.0,D,0.55,1.9250000000000005,3448.6425000000004,569.26875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3645.0559665046762
1801,1801,980,5.062181557833666,12,switchgrass,0.746594468621455,926.0,Canisteo,222.21256932741426,13.00093759951305,,0.28890972443362334,,,,,,,,,,,,,,,,,,,1155.6237151057644,174.0,7.938756041679383,-47670.10453154784,,6.56513696115102,80.96470324242132,2455.322571150248,2421.8800270521965,80.96470324242132,-0.0007723351244399,0.0,2.7102348801910288,,5.263742814986846,432.8040165791741,267.2144261071777,5.263742814986846,0.0,,87.52984020357233,0.0137039756661141,154.06562607370114,,5410.508959793333,1190.7805979661086,5583.782164732023,0.1817230218767584,0.18613480284355,0.3613935271695238,0.3711919457006928,0.3579178082328205,switchgrass,,,1373.0,,,1988.0,12.0,0.0,0.0,20.0,6.728533405990589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,926.0,C,Canisteo,-1059.143049773663,,,0.0107447106454296,5.77,12.41684243380781,1377.8362844331787
1802,1802,981,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Gara-Armstrong 993E2,Gara,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,G,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2631.9497790046767
1803,1803,982,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Muscatine 119,Muscatine,Permanent pasture,0.35,0.0163,200.0,1.61,398.7,3874.0,6239.0,1.765,3.666666667,1063.0,5175.0,T,0.55,2.2916666666666674,3974.4791666666674,580.1770833333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4181.800966504677
1804,1804,983,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Nicollet 55,Nicollet,Permanent pasture,0.35,0.0163,200.0,1.54,398.7,3874.0,5948.0,1.765,3.666666667,1063.0,4884.0,N,0.55,2.184722222222223,3821.11013888889,576.9954861111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4025.250341504677
1805,1805,984,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Nodaway 220,Nodaway,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,Y,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3980.5215915046765
1806,1806,985,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Okoboji 90,Okoboji,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,O,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2631.9497790046767
1807,1807,986,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Tama 120C2,Tama,Permanent pasture,0.35,0.0163,200.0,1.57,398.7,3874.0,6072.0,1.765,3.666666667,1063.0,5009.0,M,0.55,2.3680555555555562,4084.028472222223,582.4496527777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4293.622841504677
1808,1808,987,6.757731978362653,6,Permanent pasture,0.4481215304747522,772.0,Downs,-372.8552834953241,14.017408924840565,4130.402453476768,0.31149797610756813,Tama 120B,Tama,Permanent pasture,0.35,0.0163,200.0,1.66,398.7,3874.0,6447.0,1.765,3.666666667,1063.0,5383.0,Q,0.55,2.230555555555556,3886.839722222223,578.3590277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4092.3434665046766
1809,1809,988,6.723833201362634,6,Permanent pasture,0.4885838078603802,872.0,Downs,-270.55288598673155,13.614074429815272,4166.928748148697,0.3025349873292283,Ackmore-Colo 5B,Ackmore,Permanent pasture,0.35,0.0163,200.0,0.99,398.7,3874.0,3822.0,1.765,3.666666667,1063.0,2759.0,K,0.55,1.404027777777778,2701.5162361111115,553.7698263888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2984.733176513269
1810,1810,989,6.723833201362634,6,Permanent pasture,0.4885838078603802,872.0,Downs,-270.55288598673155,13.614074429815272,4166.928748148697,0.3025349873292283,Buckney 1636,Buckney,Permanent pasture,0.35,0.0163,200.0,0.87,398.7,3874.0,3356.0,1.765,3.666666667,1063.0,2293.0,B,0.55,1.232916666666667,2456.1257916666673,548.6792708333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,2734.252176513269
1811,1811,990,6.723833201362634,6,Permanent pasture,0.4885838078603802,872.0,Downs,-270.55288598673155,13.614074429815272,4166.928748148697,0.3025349873292283,Canisteo 507,Canisteo,Permanent pasture,0.35,0.0163,200.0,1.03,398.7,3874.0,4009.0,1.765,3.666666667,1063.0,2946.0,C,0.55,1.4727777777777782,2800.1106111111117,555.8151388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,3085.372864013269
1812,1812,991,6.723833201362634,6,Permanent pasture,0.4885838078603802,872.0,Downs,-270.55288598673155,13.614074429815272,4166.928748148697,0.3025349873292283,Clarion 138B,Clarion,Permanent pasture,0.35,0.0163,200.0,1.51,398.7,3874.0,5864.0,1.765,3.666666667,1063.0,4801.0,A,0.55,2.1541666666666672,3777.290416666667,576.0864583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,4082.823989013269
